Shape__Length,OBJECTID,Deaths,TotalPop,ZIPCode,Note,Shape__Area,Place,Cases
130336.94180952,"752",,"493","28775",Population <500 and Cases <5,456631744.06662,Scaly Mountain,
332780.684408785,"753","0","10391","28777",,1968811938.32007,Spruce Pine,"3"
188030.795128165,"754","0","10803","28778",,692162823.950317,Swannanoa,"2"
472387.421611018,"755","1","17610","28779",,3287520334.70795,Sylva,"14"
297913.620657844,"756","0","957","28781",,2402982140.90009,Topton,"0"
390005.579825198,"757","0","6512","28782",,1239852111.02036,Tryon,"7"
412465.098737654,"758","0","1905","28783",,2507065764.50815,Tuckasegee,"1"
434987.630089387,"759","0","8309","28785",,4680111391.07288,Waynesville,"1"
319219.020654079,"760","0","21837","28786",,2130537927.5513,Waynesville,"6"
337936.038355962,"761","0","20681","28787",,2146776657.76654,Weaverville,"3"
281392.474737519,"762","0","6551","28789",,1731085189.80936,Whittier,"2"
272368.233599775,"763","0","3775","28790",,1184634316.47168,Zirconia,"2"
123544.27336528,"764","6","15811","28791",,466838231.125,Hendersonville,"53"
483608.715059927,"765","20","37949","28792",,2892120004.20319,Hendersonville,"124"
66531.4000304092,"766","0","16782","28801",,142991050.123962,Asheville,"4"
221583.067984848,"767","1","34731","28803",,1148499781.62708,Asheville,"22"
216401.982596761,"768","0","23302","28804",,818376430.368896,Asheville,"6"
203043.782551957,"769","0","20394","28805",,743578799.615234,Asheville,"8"
297671.815966071,"770","1","43841","28806",,1123591112.45288,Asheville,"16"
271571.032581688,"771","0","6039","28901",,1881090750.42804,Andrews,"1"
162521.113458697,"772","0","1562","28902",,645585335.657318,Brasstown,"3"
403950.005454208,"773","0","9535","28904",,5317145252.91805,Hayesville,"3"
269002.244098821,"774","0","3548","28905",,1058320723.96715,Marble,"4"
586826.324547445,"775","1","20296","28906",,9849733400.34212,Murphy,"12"
107722.293423693,"776","0","1068","28909",,269492752.319427,Warne,"0"
3958.82496624679,"777",,"0","27969",Population <500 and Cases <5,724387.010986328,Roduco,
3050.2273713774,"778",,"0","28253",Population <500 and Cases <5,133339.295837402,Charlotte,
3583.90419251761,"779",,"0","28608",Population <500 and Cases <5,274774.708862305,Boone,
